Dijkstra,Inc,10000,0.4,0.0006984480023675133
Bellman-Ford,Dec,10000,0.4,0.053067045999341644
Dijkstra,Dec,10000,0.4,0.0008296939995489083
Dynamic,Inc,10000,0.4,0.004835183997784043
Dynamic,Dec,10000,0.4,0.003668098997877678
Bellman-Ford,Mixed,10000,0.4,0.04882229800205096
Dijkstra,Mixed,10000,0.4,0.0007199489991762675
Dynamic,Mixed,10000,0.4,0.003908720002073096
Bellman-Ford,Inc,10000,0.5,0.04968986199673964
Dijkstra,Inc,10000,0.5,0.000770333001128165
Bellman-Ford,Dec,10000,0.5,0.04879282300316845
Dijkstra,Dec,10000,0.5,0.000746849000279326
Dynamic,Inc,10000,0.5,0.004195315999822924
Dynamic,Dec,10000,0.5,0.00415973000053782
Bellman-Ford,Mixed,10000,0.5,0.050235954997333465
Dijkstra,Mixed,10000,0.5,0.0008715619987924583
Dynamic,Mixed,10000,0.5,0.004499897000641795
Bellman-Ford,Inc,10000,0.1,0.22332368999923347
Dijkstra,Inc,10000,0.1,0.0015521570021519437
Bellman-Ford,Dec,10000,0.1,0.20157194700004766
Dijkstra,Dec,10000,0.1,0.0013160739981685765
Dynamic,Inc,10000,0.1,0.009246034998795949
Dynamic,Dec,10000,0.1,0.0020583840014296584
Bellman-Ford,Mixed,10000,0.1,0.25536462200034293
Dijkstra,Mixed,10000,0.1,0.0018502950006222818
Dynamic,Mixed,10000,0.1,0.011935631999222096
Bellman-Ford,Inc,10000,0.2,0.21049190999838174
Dijkstra,Inc,10000,0.2,0.0014138279984763358
Bellman-Ford,Dec,10000,0.2,0.21122949199707364
Dijkstra,Dec,10000,0.2,0.0014320619993668515
Dynamic,Inc,10000,0.2,0.007114963998901658
Dynamic,Dec,10000,0.2,0.002761130999715533
Bellman-Ford,Mixed,10000,0.2,0.2909325379987422
Dijkstra,Mixed,10000,0.2,0.002201543000410311
Dynamic,Mixed,10000,0.2,0.010594069000944728
Bellman-Ford,Inc,10000,0.3,0.04880675800086465
Dijkstra,Inc,10000,0.3,0.0007519280006818008
Bellman-Ford,Dec,10000,0.3,0.04874271900189342
Dijkstra,Dec,10000,0.3,0.0007645719997526612
Dynamic,Inc,10000,0.3,0.006912164000823395
Dynamic,Dec,10000,0.3,0.020031431999086635
Bellman-Ford,Mixed,10000,0.3,0.056607687001815066
Dijkstra,Mixed,10000,0.3,0.0008690370013937354
Dynamic,Mixed,10000,0.3,0.004643536001822213
Bellman-Ford,Inc,10000,0.4,0.04922156500106212
Dijkstra,Inc,10000,0.4,0.0007231140007206704
Bellman-Ford,Dec,10000,0.4,0.04843003299902193
Dijkstra,Dec,10000,0.4,0.0008129029993142467
Dynamic,Inc,10000,0.4,0.007202888002211694
Dynamic,Dec,10000,0.4,0.015805138002178865
Bellman-Ford,Mixed,10000,0.4,0.049462726998172
Dijkstra,Mixed,10000,0.4,0.0007153790029406082
Dynamic,Mixed,10000,0.4,0.005799391001346521
Bellman-Ford,Inc,10000,0.5,0.049280765997536946
Dijkstra,Inc,10000,0.5,0.000842899000417674
Bellman-Ford,Dec,10000,0.5,0.0496649860033358
Dijkstra,Dec,10000,0.5,0.0007925739992060699
Dynamic,Inc,10000,0.5,0.00518639299843926
Dynamic,Dec,10000,0.5,0.00567723100175499
Bellman-Ford,Mixed,10000,0.5,0.048941750999802025
Dijkstra,Mixed,10000,0.5,0.0007575889976578765
Dynamic,Mixed,10000,0.5,0.0062082459990051575
Bellman-Ford,Inc,25000,0.1,0.12153026499800035
Dijkstra,Inc,25000,0.1,0.002022366999881342
Bellman-Ford,Dec,25000,0.1,0.18063592999897082
Dijkstra,Dec,25000,0.1,0.002076087999739684
Dynamic,Inc,25000,0.1,0.016636764998111175
Dynamic,Dec,25000,0.1,0.003046345002076123
Bellman-Ford,Mixed,25000,0.1,0.12838479199854191
Dijkstra,Mixed,25000,0.1,0.001972684000065783
Dynamic,Mixed,25000,0.1,0.0037254559974826407
Bellman-Ford,Inc,25000,0.2,0.1249149840004975
Dijkstra,Inc,25000,0.2,0.0019899670005543157
Bellman-Ford,Dec,25000,0.2,0.12526616099785315
Dijkstra,Dec,25000,0.2,0.0021062250016257167
